spp,individuo,fruto,tiempo,sv,masa_mg,X,foto,l_cipsela,a_cipsela,l_papus,Latitud,Longitud,altitud,Ecoregion,habito,cod_gps,muestreo,Tribu,tipo_papus
Hyalis_argentea,2,2,2701496,,6.17,NA,262,4.085,1.66,12.369,-38.339651,-64.071738,73,Monte,arbusto,Hyalis,Sur_2021,Hyalideae,setose
Hyalis_argentea,2,3,3445716,,5.58,NA,262,3.862,0.968,11.884,-38.339651,-64.071738,73,Monte,arbusto,Hyalis,Sur_2021,Hyalideae,setose
Hyalis_argentea,3,1,2982524,,6.83,NA,263,3.525,1.144,12.465,-38.339651,-64.071738,73,Monte,arbusto,Hyalis,Sur_2021,Hyalideae,setose
Hyalis_argentea,3,2,2264216,,5.66,NA,263,3.557,1.166,12.98,-38.339651,-64.071738,73,Monte,arbusto,Hyalis,Sur_2021,Hyalideae,setose
Hyalis_argentea,3,3,2874180,,4.59,NA,263,4.522,1.649,13.106,-38.339651,-64.071738,73,Monte,arbusto,Hyalis,Sur_2021,Hyalideae,setose
Nardophyllum_bryoides,1,1,3035792,,1.06,NA,271,5.809,0.66,5.749,-48.383308,-70.663856,466,Patagonian_steppe,arbusto,RN40,Sur_2021,Astereae,setose
Nardophyllum_bryoides,1,2,2901692,,0.78,NA,271,5.078,0.713,6.125,-48.383308,-70.663856,466,Patagonian_steppe,arbusto,RN40,Sur_2021,Astereae,setose
Nardophyllum_bryoides,1,3,2848816,,1.03,NA,271,5.148,0.644,5.795,-48.383308,-70.663856,466,Patagonian_steppe,arbusto,RN40,Sur_2021,Astereae,setose
Nardophyllum_bryoides,2,1,2328512,,0.92,NA,272,5.322,0.71,6.038,-48.383308,-70.663856,466,Patagonian_steppe,arbusto,RN40,Sur_2021,Astereae,setose
Nardophyllum_bryoides,2,2,2989052,,0.67,NA,272,4.296,0.623,5.252,-48.383308,-70.663856,466,Patagonian_steppe,arbusto,RN40,Sur_2021,Astereae,setose
Nardophyllum_bryoides,2,3,2053200,,1.06,NA,272,4.956,0.685,5.478,-48.383308,-70.663856,466,Patagonian_steppe,arbusto,RN40,Sur_2021,Astereae,setose
Nardophyllum_bryoides,3,1,3069960,,1.07,NA,273,4.699,0.677,6.294,-48.383308,-70.663856,466,Patagonian_steppe,arbusto,RN40,Sur_2021,Astereae,setose
Nardophyllum_bryoides,3,2,3013720,,0.81,NA,273,4.968,0.822,5.991,-48.383308,-70.663856,466,Patagonian_steppe,arbusto,RN40,Sur_2021,Astereae,setose
Nardophyllum_bryoides,3,3,2152656,,0.65,NA,273,5.434,0.568,5.727,-48.383308,-70.663856,466,Patagonian_steppe,arbusto,RN40,Sur_2021,Astereae,setose
Cyclolepis_genistoides,1,1,4906528,,0.74,NA,274,3.163,0.497,9.118,-38.140013,-66.197174,257,Monte,arbusto,cyclolepis,Sur_2021,Gochnatieae,setose
Cyclolepis_genistoides,1,2,3598128,,1.34,NA,274,2.85,0.622,9.847,-38.140013,-66.197174,257,Monte,arbusto,cyclolepis,Sur_2021,Gochnatieae,setose
Cyclolepis_genistoides,1,3,4444260,,1.15,NA,274,2.855,0.556,8.934,-38.140013,-66.197174,257,Monte,arbusto,cyclolepis,Sur_2021,Gochnatieae,setose
Cyclolepis_genistoides,2,1,4187068,,1.18,NA,275,2.964,0.592,9.278,-38.140013,-66.197174,257,Monte,arbusto,cyclolepis,Sur_2021,Gochnatieae,setose
Cyclolepis_genistoides,2,2,4767572,,1.22,NA,275,3.122,0.957,9.614,-38.140013,-66.197174,257,Monte,arbusto,cyclolepis,Sur_2021,Gochnatieae,setose
Cyclolepis_genistoides,2,3,3853864,,2,NA,275,3.015,0.698,8.944,-38.140013,-66.197174,257,Monte,arbusto,cyclolepis,Sur_2021,Gochnatieae,setose
Cyclolepis_genistoides,3,1,2687264,,1,NA,276,2.548,0.702,9.288,-38.140013,-66.197174,257,Monte,arbusto,cyclolepis,Sur_2021,Gochnatieae,setose
Cyclolepis_genistoides,3,2,3108372,,1.17,NA,276,2.708,0.624,9.41,-38.140013,-66.197174,257,Monte,arbusto,cyclolepis,Sur_2021,Gochnatieae,setose
Cyclolepis_genistoides,3,3,3190220,,1.07,NA,276,2.833,0.571,9.302,-38.140013,-66.197174,257,Monte,arbusto,cyclolepis,Sur_2021,Gochnatieae,setose
Baccharis_patagonica,1,1,12256392,,0.1,NA,NA,NA,NA,NA,-40.616062,-71.670945,792,Patagonian_forests,arbusto,Baccharis_2,Sur_2021,Astereae,setose
Baccharis_patagonica,1,2,14536824,,0.1,NA,277,1.385,0.304,6.318,-40.616062,-71.670945,792,Patagonian_forests,arbusto,Baccharis_2,Sur_2021,Astereae,setose
Baccharis_patagonica,1,3,13274696,,0.1,NA,277,1.044,0.241,6.637,-40.616062,-71.670945,792,Patagonian_forests,arbusto,Baccharis_2,Sur_2021,Astereae,setose
Baccharis_patagonica,2,1,13646556,,0.17,NA,278,1.537,0.465,7.678,-40.616062,-71.670945,792,Patagonian_forests,arbusto,Baccharis_2,Sur_2021,Astereae,setose
Baccharis_patagonica,2,2,12454172,,0.17,NA,278,1.503,0.408,7.645,-40.616062,-71.670945,792,Patagonian_forests,arbusto,Baccharis_2,Sur_2021,Astereae,setose
Baccharis_patagonica,2,3,12395028,,0.17,NA,NA,NA,NA,NA,-40.616062,-71.670945,792,Patagonian_forests,arbusto,Baccharis_2,Sur_2021,Astereae,setose
Baccharis_patagonica,3,1,10749948,,0.23,NA,279,1.979,0.464,8.794,-40.616062,-71.670945,792,Patagonian_forests,arbusto,Baccharis_2,Sur_2021,Astereae,setose
Baccharis_patagonica,3,2,9952496,,0.23,NA,279,2.111,0.446,8.264,-40.616062,-71.670945,792,Patagonian_forests,arbusto,Baccharis_2,Sur_2021,Astereae,setose
Baccharis_patagonica,3,3,16364616,,0.23,NA,280,1.333,0.439,7.257,-40.616062,-71.670945,792,Patagonian_forests,arbusto,Baccharis_2,Sur_2021,Astereae,setose
Gutierrezia_gilliesii,1,1,1238528,,1.15,NA,281,2.891,0.816,2.005,-38.140013,-66.197174,257,Monte,hierba,cyclolepis,Sur_2021,Astereae,paleaceous
Gutierrezia_gilliesii,1,2,914168,,1.09,NA,281,2.691,0.843,1.917,-38.140013,-66.197174,257,Monte,hierba,cyclolepis,Sur_2021,Astereae,paleaceous
Gutierrezia_gilliesii,1,3,1143004,,1.17,NA,281,2.406,0.514,2.818,-38.140013,-66.197174,257,Monte,hierba,cyclolepis,Sur_2021,Astereae,paleaceous
Gutierrezia_gilliesii,2,1,1289424,,1.15,NA,282,1.451,0.399,1.222,-38.140013,-66.197174,257,Monte,hierba,cyclolepis,Sur_2021,Astereae,paleaceous
Gutierrezia_gilliesii,2,2,1201640,,1.02,NA,282,1.286,0.315,1.419,-38.140013,-66.197174,257,Monte,hierba,cyclolepis,Sur_2021,Astereae,paleaceous
Gutierrezia_gilliesii,2,3,1342028,,1.05,NA,282,1.282,0.341,1.475,-38.140013,-66.197174,257,Monte,hierba,cyclolepis,Sur_2021,Astereae,paleaceous
Gutierrezia_gilliesii,3,1,1360464,,0.57,NA,283,2.235,0.677,1.43,-38.140013,-66.197174,257,Monte,hierba,cyclolepis,Sur_2021,Astereae,paleaceous
Gutierrezia_gilliesii,3,2,1500432,,0.61,NA,283,2.246,0.673,1.865,-38.140013,-66.197174,257,Monte,hierba,cyclolepis,Sur_2021,Astereae,paleaceous
Gutierrezia_gilliesii,3,3,1183012,,0.73,NA,283,1.777,0.661,1.501,-38.140013,-66.197174,257,Monte,hierba,cyclolepis,Sur_2021,Astereae,paleaceous
Senecio_filaginoides,1,1,4773024,,0.53,NA,284,3.266,0.435,7.653,-44.924198,-70.099201,551,Patagonian_steppe,arbusto,Senecio,Sur_2021,Senecioneae,setose
Senecio_filaginoides,1,2,4774640,,0.51,NA,284,3.235,0.591,6.763,-44.924198,-70.099201,551,Patagonian_steppe,arbusto,Senecio,Sur_2021,Senecioneae,setose
Senecio_filaginoides,1,3,5428024,,0.49,NA,284,3.415,0.594,6.323,-44.924198,-70.099201,551,Patagonian_steppe,arbusto,Senecio,Sur_2021,Senecioneae,setose
Senecio_filaginoides,2,1,2416364,,0.8,NA,285,3.475,0.58,7.514,-44.924198,-70.099201,551,Patagonian_steppe,arbusto,Senecio,Sur_2021,Senecioneae,setose
Senecio_filaginoides,2,2,2095672,,0.58,NA,285,3.442,0.561,7.304,-44.924198,-70.099201,551,Patagonian_steppe,arbusto,Senecio,Sur_2021,Senecioneae,setose
Senecio_filaginoides,2,3,2163516,,0.74,NA,285,3.538,0.51,7.197,-44.924198,-70.099201,551,Patagonian_steppe,arbusto,Senecio,Sur_2021,Senecioneae,setose
Senecio_filaginoides,3,1,3404172,,0.84,NA,286,3.655,0.651,7.537,-44.924198,-70.099201,551,Patagonian_steppe,arbusto,Senecio,Sur_2021,Senecioneae,setose
Senecio_filaginoides,3,2,3539152,,0.67,NA,286,3.548,0.625,7.055,-44.924198,-70.099201,551,Patagonian_steppe,arbusto,Senecio,Sur_2021,Senecioneae,setose
Senecio_filaginoides,3,3,3711928,,0.77,NA,286,3.699,0.586,7.535,-44.924198,-70.099201,551,Patagonian_steppe,arbusto,Senecio,Sur_2021,Senecioneae,setose
Hypochaeris_hookeri,1,1,3992364,,3.05,NA,288,16.839,0.91,14.094,-47.124621,-70.887237,704,Patagonian_steppe,hierba,Eker,Sur_2021,Cichorieae,setose
Hypochaeris_hookeri,1,2,3613588,,2.97,NA,288,16.641,0.835,12.56,-47.124621,-70.887237,704,Patagonian_steppe,hierba,Eker,Sur_2021,Cichorieae,setose
Hypochaeris_hookeri,1,3,3131800,,3.23,NA,288,16.224,0.72,13.952,-47.124621,-70.887237,704,Patagonian_steppe,hierba,Eker,Sur_2021,Cichorieae,setose
Thelesperma_megapotamicum,1,1,2165436,,1.35,NA,293,5.576,0.65,7.437,-48.37304,-72.041184,643,Patagonian_steppe,hierba,uniflora,Sur_2021,Coreopsideae,setose
Thelesperma_megapotamicum,1,2,1962952,,1.36,NA,293,5.018,0.732,6.658,-48.37304,-72.041184,643,Patagonian_steppe,hierba,uniflora,Sur_2021,Coreopsideae,setose
Thelesperma_megapotamicum,1,3,2178308,,1.14,NA,293,5.332,0.727,6.664,-48.37304,-72.041184,643,Patagonian_steppe,hierba,uniflora,Sur_2021,Coreopsideae,setose
Thelesperma_megapotamicum,2,1,1445276,,1.34,NA,294,5.123,0.61,7.117,-48.37304,-72.041184,643,Patagonian_steppe,hierba,uniflora,Sur_2021,Coreopsideae,setose
Thelesperma_megapotamicum,2,2,1674692,,1.19,NA,294,4.834,0.62,6.79,-48.37304,-72.041184,643,Patagonian_steppe,hierba,uniflora,Sur_2021,Coreopsideae,setose
Thelesperma_megapotamicum,2,3,1691352,,0.93,NA,294,4.375,0.696,6.95,-48.37304,-72.041184,643,Patagonian_steppe,hierba,uniflora,Sur_2021,Coreopsideae,setose
Grindelia_chiloensis,1,1,1032040,,3.83,NA,290,4.001,2.461,NA,-38.140013,-66.197174,257,Monte,hierba,cyclolepis,Sur_2021,Astereae,epappose
Grindelia_chiloensis,1,2,1211384,,2.39,NA,290,4.062,2.206,NA,-38.140013,-66.197174,257,Monte,hierba,cyclolepis,Sur_2021,Astereae,epappose
Grindelia_chiloensis,1,3,1168660,,3.31,NA,290,4.274,2.323,NA,-38.140013,-66.197174,257,Monte,hierba,cyclolepis,Sur_2021,Astereae,epappose
Grindelia_chiloensis,2,1,850476,,5.28,NA,291,4.755,1.794,NA,-38.140013,-66.197174,257,Monte,hierba,cyclolepis,Sur_2021,Astereae,epappose
Grindelia_chiloensis,2,2,880192,,5.27,NA,291,4.361,2.021,NA,-38.140013,-66.197174,257,Monte,hierba,cyclolepis,Sur_2021,Astereae,epappose
Grindelia_chiloensis,2,3,899560,,5.55,NA,291,4.914,2.598,NA,-38.140013,-66.197174,257,Monte,hierba,cyclolepis,Sur_2021,Astereae,epappose
Grindelia_chiloensis,3,1,972172,,2.6,NA,292,4.265,2.005,NA,-38.140013,-66.197174,257,Monte,hierba,cyclolepis,Sur_2021,Astereae,epappose
Grindelia_chiloensis,3,2,940980,,2.9,NA,292,4.297,2.356,NA,-38.140013,-66.197174,257,Monte,hierba,cyclolepis,Sur_2021,Astereae,epappose
Grindelia_chiloensis,3,3,1147104,,2.48,NA,292,3.971,1.627,NA,-38.140013,-66.197174,257,Monte,hierba,cyclolepis,Sur_2021,Astereae,epappose
Mutisia_acuminata,NA,1,5958144,,3.36,NA,311,8.842,1.072,15.755,-23.919,-65.468,2080,Monte,arbusto,Laguna de Volcan,norte_2020,Mutisieae,setose
Mutisia_acuminata,NA,2,6422100,,4.36,NA,312,10.39,1.057,18.566,-23.919,-65.468,2080,Monte,arbusto,Laguna de Volcan,norte_2020,Mutisieae,setose
Mutisia_acuminata,NA,3,4933028,,4.57,NA,313,10.564,1.217,18.614,-23.919,-65.468,2080,Monte,arbusto,Laguna de Volcan,norte_2020,Mutisieae,setose
Mutisia_acuminata,NA,4,6234924,,3.75,NA,315,9.726,1.029,17.752,-23.919,-65.468,2080,Monte,arbusto,Laguna de Volcan,norte_2020,Mutisieae,setose
Mutisia_acuminata,NA,5,6373616,,3.88,NA,316,10.159,9.09,17.461,-23.919,-65.468,2080,Monte,arbusto,Laguna de Volcan,norte_2020,Mutisieae,setose
Mutisia_acuminata,NA,6,8098296,,4.18,NA,317,10.134,1.168,18.077,-23.919,-65.468,2080,Monte,arbusto,Laguna de Volcan,norte_2020,Mutisieae,setose
Mutisia_acuminata,NA,7,5970632,,3,NA,318,9.786,0.89,17.997,-23.919,-65.468,2080,Monte,arbusto,Laguna de Volcan,norte_2020,Mutisieae,setose
Mutisia_acuminata,NA,8,5742924,,3.07,NA,319,8.134,0.988,17.915,-23.919,-65.468,2080,Monte,arbusto,Laguna de Volcan,norte_2020,Mutisieae,setose
Praxelis_clematidea,1,1,5150988,,0.19,NA,320,2.263,0.409,4.076,-25.159,-65.612,1533,Southern_Andean_Yungas,hierba,Rio escoipe,norte_2020,Eupatorieae,setose
Praxelis_clematidea,1,2,4658852,,0.2,NA,320,2.18,0.522,3.352,-25.159,-65.612,1533,Southern_Andean_Yungas,hierba,Rio escoipe,norte_2020,Eupatorieae,setose
Praxelis_clematidea,1,3,4085276,,0.21,NA,320,2.128,0.62,3.986,-25.159,-65.612,1533,Southern_Andean_Yungas,hierba,Rio escoipe,norte_2020,Eupatorieae,setose
Praxelis_clematidea,2,1,3684552,,0.2,NA,321,2.014,0.594,4.378,-25.159,-65.612,1533,Southern_Andean_Yungas,hierba,Rio escoipe,norte_2020,Eupatorieae,setose
Praxelis_clematidea,2,2,4112604,,0.21,NA,321,1.95,0.681,4.265,-25.159,-65.612,1533,Southern_Andean_Yungas,hierba,Rio escoipe,norte_2020,Eupatorieae,setose
Praxelis_clematidea,2,3,6036328,,0.09,NA,321,1.863,0.657,3.926,-25.159,-65.612,1533,Southern_Andean_Yungas,hierba,Rio escoipe,norte_2020,Eupatorieae,setose
Praxelis_clematidea,3,1,4245532,,0.22,NA,322,2.229,0.637,3.896,-25.159,-65.612,1533,Southern_Andean_Yungas,hierba,Rio escoipe,norte_2020,Eupatorieae,setose
Praxelis_clematidea,3,2,4841080,,0.18,NA,322,2.077,0.63,4.037,-25.159,-65.612,1533,Southern_Andean_Yungas,hierba,Rio escoipe,norte_2020,Eupatorieae,setose
Praxelis_clematidea,3,3,3593568,,0.22,NA,322,2.168,0.758,3.865,-25.159,-65.612,1533,Southern_Andean_Yungas,hierba,Rio escoipe,norte_2020,Eupatorieae,setose
Senecio_rufescens,1,1,2274060,,0.4,NA,307,2.687,0.719,7.814,-22.25,-65.125,4271,Central_Andean_puna,arbusto,Camino a Santa Victoria,norte_2020,Senecioneae,setose
Senecio_rufescens,1,2,1912068,,0.74,NA,307,2.597,0.522,7.705,-22.25,-65.125,4271,Central_Andean_puna,arbusto,Camino a Santa Victoria,norte_2020,Senecioneae,setose
Senecio_rufescens,1,3,1805644,,0.59,NA,307,2.627,0.631,7.065,-22.25,-65.125,4271,Central_Andean_puna,arbusto,Camino a Santa Victoria,norte_2020,Senecioneae,setose
Senecio_rufescens,2,1,2355736,,0.53,NA,308,2.135,0.504,6.399,-22.25,-65.125,4271,Central_Andean_puna,arbusto,Camino a Santa Victoria,norte_2020,Senecioneae,setose
Senecio_rufescens,2,2,1926376,,0.49,NA,308,2.34,0.538,6.668,-22.25,-65.125,4271,Central_Andean_puna,arbusto,Camino a Santa Victoria,norte_2020,Senecioneae,setose
Senecio_rufescens,2,3,2363132,,0.38,NA,308,2.796,0.603,6.769,-22.25,-65.125,4271,Central_Andean_puna,arbusto,Camino a Santa Victoria,norte_2020,Senecioneae,setose
Senecio_rufescens,3,1,1897976,,2.4,NA,309,4.046,1.054,7.043,-22.25,-65.125,4271,Central_Andean_puna,arbusto,Camino a Santa Victoria,norte_2020,Senecioneae,setose
Senecio_rufescens,3,2,2925580,,1.13,NA,309,4.131,0.904,7.479,-22.25,-65.125,4271,Central_Andean_puna,arbusto,Camino a Santa Victoria,norte_2020,Senecioneae,setose
Senecio_rufescens,3,3,1451004,,2.22,NA,309,4.106,1.197,7.178,-22.25,-65.125,4271,Central_Andean_puna,arbusto,Camino a Santa Victoria,norte_2020,Senecioneae,setose
Senecio_pampae,1,1,5505320,,0.63,NA,302,3.834,0.613,6.451,-22.25,-65.125,4271,Central_Andean_puna,arbusto,Camino a Santa Victoria,norte_2020,Senecioneae,setose
Senecio_pampae,1,2,3819320,,0.8,NA,302,4.707,0.683,8.445,-22.25,-65.125,4271,Central_Andean_puna,arbusto,Camino a Santa Victoria,norte_2020,Senecioneae,setose
Senecio_pampae,1,3,5270232,,0.43,NA,302,4.817,0.617,8.32,-22.25,-65.125,4271,Central_Andean_puna,arbusto,Camino a Santa Victoria,norte_2020,Senecioneae,setose
Senecio_pampae,2,1,4620164,,0.7,NA,303,4.238,0.806,8.231,-22.25,-65.125,4271,Central_Andean_puna,arbusto,Camino a Santa Victoria,norte_2020,Senecioneae,setose
Senecio_pampae,2,2,3848440,,1.16,NA,303,4.559,0.789,7.4,-22.25,-65.125,4271,Central_Andean_puna,arbusto,Camino a Santa Victoria,norte_2020,Senecioneae,setose
Senecio_pampae,2,3,4625076,,0.56,NA,303,4.089,0.686,8.439,-22.25,-65.125,4271,Central_Andean_puna,arbusto,Camino a Santa Victoria,norte_2020,Senecioneae,setose
Senecio_pampae,3,1,5624580,,0.36,NA,305,3.997,0.638,7.537,-22.25,-65.125,4271,Central_Andean_puna,arbusto,Camino a Santa Victoria,norte_2020,Senecioneae,setose
Senecio_pampae,3,2,4805392,,0.98,NA,305,4.095,0.72,7.827,-22.25,-65.125,4271,Central_Andean_puna,arbusto,Camino a Santa Victoria,norte_2020,Senecioneae,setose
Senecio_pampae,3,3,5056892,,0.78,NA,305,3.489,0.609,5.342,-22.25,-65.125,4271,Central_Andean_puna,arbusto,Camino a Santa Victoria,norte_2020,Senecioneae,setose
Angelphytum,1,1,914416,,0.88,NA,299,12.274,0.712,2.058,-22.25,-65.125,4271,Central_Andean_puna,arbusto,Camino a Santa Victoria,norte_2020,Heliantheae,aristate
Angelphytum,1,2,876312,,1.57,NA,299,10.773,0.58,3.599,-22.25,-65.125,4271,Central_Andean_puna,arbusto,Camino a Santa Victoria,norte_2020,Heliantheae,aristate
Angelphytum,1,3,837324,,2.02,NA,299,11.736,0.48,2.082,-22.25,-65.125,4271,Central_Andean_puna,arbusto,Camino a Santa Victoria,norte_2020,Heliantheae,aristate
Angelphytum,2,1,862328,,2.16,NA,300,11.089,0.698,3.256,-22.25,-65.125,4271,Central_Andean_puna,arbusto,Camino a Santa Victoria,norte_2020,Heliantheae,aristate
Angelphytum,2,2,886120,,1.75,NA,300,10.872,0.688,3.208,-22.25,-65.125,4271,Central_Andean_puna,arbusto,Camino a Santa Victoria,norte_2020,Heliantheae,aristate
Angelphytum,2,3,928252,,1.74,NA,300,11.923,0.58,3.109,-22.25,-65.125,4271,Central_Andean_puna,arbusto,Camino a Santa Victoria,norte_2020,Heliantheae,aristate
Angelphytum,3,1,939644,,1.58,NA,301,9.907,0.541,2.638,-22.25,-65.125,4271,Central_Andean_puna,arbusto,Camino a Santa Victoria,norte_2020,Heliantheae,aristate
Angelphytum,3,2,878632,,1.16,NA,301,11.229,0.453,2.565,-22.25,-65.125,4271,Central_Andean_puna,arbusto,Camino a Santa Victoria,norte_2020,Heliantheae,aristate
Angelphytum,3,3,1090240,,1.17,NA,301,13.547,0.691,2.356,-22.25,-65.125,4271,Central_Andean_puna,arbusto,Camino a Santa Victoria,norte_2020,Heliantheae,aristate
Lorentzianthus_viscidus,NA,1,4737996,,0.06,NA,324,2.502,0.568,3.018,-23.919,-65.468,2080,Monte,arbusto,Laguna de Volcan,norte_2020,Eupatorieae,setose
Lorentzianthus_viscidus,NA,2,5455808,,0.08,NA,324,1.893,0.569,2.567,-23.919,-65.468,2080,Monte,arbusto,Laguna de Volcan,norte_2020,Eupatorieae,setose
Lorentzianthus_viscidus,NA,3,4825180,,0.07,NA,324,2.162,0.514,3.265,-23.919,-65.468,2080,Monte,arbusto,Laguna de Volcan,norte_2020,Eupatorieae,setose
Lorentzianthus_viscidus,NA,4,3401340,,0.23,NA,325,1.949,0.556,3.015,-23.919,-65.468,2080,Monte,arbusto,Laguna de Volcan,norte_2020,Eupatorieae,setose
Lorentzianthus_viscidus,NA,5,3774176,,0.14,NA,325,2.187,0.469,2.892,-23.919,-65.468,2080,Monte,arbusto,Laguna de Volcan,norte_2020,Eupatorieae,setose
Lorentzianthus_viscidus,NA,6,4215344,,0.11,NA,325,1.999,0.67,3.079,-23.919,-65.468,2080,Monte,arbusto,Laguna de Volcan,norte_2020,Eupatorieae,setose
Austroeupatorium_inulifolium,1,1,4842024,,0.25,NA,326,2.334,0.555,3.989,-31.1517,-64.2836,730,Dry_Chaco,hierba,salsipuedes,Cordoba_2022,Eupatorieae,setose
Austroeupatorium_inulifolium,1,2,4191272,,0.25,NA,326,2.14,0.663,4.08,-31.1517,-64.2836,730,Dry_Chaco,hierba,salsipuedes,Cordoba_2022,Eupatorieae,setose
Austroeupatorium_inulifolium,1,3,5147336,,0.21,NA,326,2.18,0.55,3.812,-31.1517,-64.2836,730,Dry_Chaco,hierba,salsipuedes,Cordoba_2022,Eupatorieae,setose
Austroeupatorium_inulifolium,2,1,9679680,,0.13,NA,327,2.014,0.568,3.663,-31.1517,-64.2836,730,Dry_Chaco,hierba,salsipuedes,Cordoba_2022,Eupatorieae,setose
Austroeupatorium_inulifolium,2,2,4516980,,0.23,NA,327,1.944,0.557,3.313,-31.1517,-64.2836,730,Dry_Chaco,hierba,salsipuedes,Cordoba_2022,Eupatorieae,setose
Austroeupatorium_inulifolium,2,3,5021832,,0.23,NA,327,2.184,0.584,3.742,-31.1517,-64.2836,730,Dry_Chaco,hierba,salsipuedes,Cordoba_2022,Eupatorieae,setose
Austroeupatorium_inulifolium,3,1,4743892,,0.18,NA,328,1.941,0.495,3.114,-31.1517,-64.2836,730,Dry_Chaco,hierba,salsipuedes,Cordoba_2022,Eupatorieae,setose
Austroeupatorium_inulifolium,3,2,4547164,,0.15,NA,328,2.08,0.511,3.18,-31.1517,-64.2836,730,Dry_Chaco,hierba,salsipuedes,Cordoba_2022,Eupatorieae,setose
Austroeupatorium_inulifolium,3,3,5304968,,0.15,NA,328,2.053,0.448,3.562,-31.1517,-64.2836,730,Dry_Chaco,hierba,salsipuedes,Cordoba_2022,Eupatorieae,setose
Fleischmannia_prasiifolia,1,1,5618176,,0.09,NA,329,1.795,0.342,3.112,-31.1517,-64.2836,730,Dry_Chaco,Subarbusto,salsipuedes,Cordoba_2022,Eupatorieae,setose
Fleischmannia_prasiifolia,1,2,7361156,,0.08,NA,329,1.511,0.348,2.723,-31.1517,-64.2836,730,Dry_Chaco,Subarbusto,salsipuedes,Cordoba_2022,Eupatorieae,setose
Fleischmannia_prasiifolia,1,3,5604144,,0.1,NA,329,1.525,0.377,3.02,-31.1517,-64.2836,730,Dry_Chaco,Subarbusto,salsipuedes,Cordoba_2022,Eupatorieae,setose
Fleischmannia_prasiifolia,3,1,3396292,,0.05,NA,330,1.993,0.365,2.781,-31.1517,-64.2836,730,Dry_Chaco,Subarbusto,salsipuedes,Cordoba_2022,Eupatorieae,setose
