spp,individuo,fruto,tiempo,sv,masa_mg,X,foto,l_cipsela,a_cipsela,l_papus,Latitud,Longitud,altitud,Ecoregion,habito,cod_gps,muestreo,Tribu,tipo_papus
Porophyllum_obscurum,1,1,4575720,,0.4,NA,21,5.982,0.363,9.675,-24.888016,-65.701031,1633.446,Southern_Andean_Yungas,hierba,Campo Quijano,norte_2022,Tageteae,setose
Porophyllum_obscurum,1,2,3911040,,0.6,NA,21,6.257,0.477,8.848,-24.888016,-65.701031,1633.446,Southern_Andean_Yungas,hierba,Campo Quijano,norte_2022,Tageteae,setose
Porophyllum_obscurum,1,3,3886548,,0.6,NA,21,5.987,0.296,9.694,-24.888016,-65.701031,1633.446,Southern_Andean_Yungas,hierba,Campo Quijano,norte_2022,Tageteae,setose
Porophyllum_obscurum,2,1,5283540,,0.5,NA,22,5.913,0.476,8.798,-24.888016,-65.701031,1633.446,Southern_Andean_Yungas,hierba,Campo Quijano,norte_2022,Tageteae,setose
Porophyllum_obscurum,2,2,5036048,,0.6,NA,22,5.992,0.378,8.286,-24.888016,-65.701031,1633.446,Southern_Andean_Yungas,hierba,Campo Quijano,norte_2022,Tageteae,setose
Porophyllum_obscurum,2,3,5374792,,0.5,NA,22,5.706,0.474,9.124,-24.888016,-65.701031,1633.446,Southern_Andean_Yungas,hierba,Campo Quijano,norte_2022,Tageteae,setose
Porophyllum_obscurum,3,1,5597772,,0.6,NA,23,5.578,0.41,8.387,-24.888016,-65.701031,1633.446,Southern_Andean_Yungas,hierba,Campo Quijano,norte_2022,Tageteae,setose
Porophyllum_obscurum,3,2,5246048,,0.5,NA,23,5.075,0.448,8.742,-24.888016,-65.701031,1633.446,Southern_Andean_Yungas,hierba,Campo Quijano,norte_2022,Tageteae,setose
Porophyllum_obscurum,3,3,5532744,,0.6,NA,23,5.267,0.422,8.015,-24.888016,-65.701031,1633.446,Southern_Andean_Yungas,hierba,Campo Quijano,norte_2022,Tageteae,setose
Nardophyllum_armatum,1,1,2672800,,2.5,NA,8,4.68,1.437,10.81,-24.303755,-66.140665,3988.775,Central_Andean_puna,arbusto,Abra Blanca,norte_2022,Astereae,setose
Nardophyllum_armatum,1,2,1899388,,6.5,NA,8,5.069,2.005,11.037,-24.303755,-66.140665,3988.775,Central_Andean_puna,arbusto,Abra Blanca,norte_2022,Astereae,setose
Nardophyllum_armatum,1,3,2674712,,2.3,NA,8,4.437,1.254,10.842,-24.303755,-66.140665,3988.775,Central_Andean_puna,arbusto,Abra Blanca,norte_2022,Astereae,setose
Nardophyllum_armatum,2,1,1702332,,7.1,NA,9,5.876,1.911,10.364,-24.303755,-66.140665,3988.775,Central_Andean_puna,arbusto,Abra Blanca,norte_2022,Astereae,setose
Nardophyllum_armatum,2,2,1615628,,7.9,NA,9,6.423,1.878,9.944,-24.303755,-66.140665,3988.775,Central_Andean_puna,arbusto,Abra Blanca,norte_2022,Astereae,setose
Nardophyllum_armatum,2,3,1576844,,8.4,NA,9,6.762,1.99,10.357,-24.303755,-66.140665,3988.775,Central_Andean_puna,arbusto,Abra Blanca,norte_2022,Astereae,setose
Nardophyllum_armatum,3,1,1653256,,7.2,NA,10,5.818,2.014,9.854,-24.303755,-66.140665,3988.775,Central_Andean_puna,arbusto,Abra Blanca,norte_2022,Astereae,setose
Nardophyllum_armatum,3,2,1642996,,7.4,NA,10,6.276,1.973,10.26,-24.303755,-66.140665,3988.775,Central_Andean_puna,arbusto,Abra Blanca,norte_2022,Astereae,setose
Nardophyllum_armatum,3,3,1523264,,7.5,NA,10,6.402,1.93,10.641,-24.303755,-66.140665,3988.775,Central_Andean_puna,arbusto,Abra Blanca,norte_2022,Astereae,setose
Senecio_socompae,1,1,3856964,,1.7,NA,11,4.396,0.826,9.554,-24.365466,-66.091174,3722.081,Central_Andean_puna,arbusto,Las Cuevas,norte_2022,Senecioneae,setose
Senecio_socompae,1,2,3886688,,1.6,NA,13,4.298,0.749,9.134,-24.365466,-66.091174,3722.081,Central_Andean_puna,arbusto,Las Cuevas,norte_2022,Senecioneae,setose
Senecio_socompae,1,3,3579484,,1.7,NA,14,4.163,0.814,8.345,-24.365466,-66.091174,3722.081,Central_Andean_puna,arbusto,Las Cuevas,norte_2022,Senecioneae,setose
Senecio_socompae,2,1,2807144,,1.3,NA,15,3.827,0.705,6.434,-24.365466,-66.091174,3722.081,Central_Andean_puna,arbusto,Las Cuevas,norte_2022,Senecioneae,setose
Senecio_socompae,2,2,2316192,,1.3,NA,16,3.924,0.751,6.01,-24.365466,-66.091174,3722.081,Central_Andean_puna,arbusto,Las Cuevas,norte_2022,Senecioneae,setose
Senecio_socompae,2,3,2451376,,1.1,NA,17,3.487,0.651,6.628,-24.365466,-66.091174,3722.081,Central_Andean_puna,arbusto,Las Cuevas,norte_2022,Senecioneae,setose
Chromolaena_arnottiana,1,1,5511948,,0.4,NA,53,3.312,0.53,4.547,-24.888016,-65.701031,1633.446,Southern_Andean_Yungas,hierba,Campo Quijano,norte_2022,Eupatorieae,setose
Chromolaena_arnottiana,1,2,5159860,,0.32,NA,53,2.815,0.656,4.718,-24.888016,-65.701031,1633.446,Southern_Andean_Yungas,hierba,Campo Quijano,norte_2022,Eupatorieae,setose
Chromolaena_arnottiana,1,3,4573908,,0.39,NA,53,2.881,0.676,4.985,-24.888016,-65.701031,1633.446,Southern_Andean_Yungas,hierba,Campo Quijano,norte_2022,Eupatorieae,setose
Chromolaena_arnottiana,2,1,6482424,,0.2,NA,56,2.993,0.663,4.517,-24.888016,-65.701031,1633.446,Southern_Andean_Yungas,hierba,Campo Quijano,norte_2022,Eupatorieae,setose
Chromolaena_arnottiana,2,2,6512760,,0.24,NA,56,3.314,0.7,4.701,-24.888016,-65.701031,1633.446,Southern_Andean_Yungas,hierba,Campo Quijano,norte_2022,Eupatorieae,setose
Chromolaena_arnottiana,2,3,8029740,,0.21,NA,56,3.169,0.568,4.826,-24.888016,-65.701031,1633.446,Southern_Andean_Yungas,hierba,Campo Quijano,norte_2022,Eupatorieae,setose
Chromolaena_arnottiana,3,1,5043592,,0.26,NA,57,2.843,0.536,4.667,-24.888016,-65.701031,1633.446,Southern_Andean_Yungas,hierba,Campo Quijano,norte_2022,Eupatorieae,setose
Chromolaena_arnottiana,3,2,6839976,,0.21,NA,57,2.66,0.428,4.827,-24.888016,-65.701031,1633.446,Southern_Andean_Yungas,hierba,Campo Quijano,norte_2022,Eupatorieae,setose
Chromolaena_arnottiana,3,3,5723220,,0.28,NA,57,2.572,0.524,4.445,-24.888016,-65.701031,1633.446,Southern_Andean_Yungas,hierba,Campo Quijano,norte_2022,Eupatorieae,setose
Senecio_filaginoides,1,1,2952480,,1.2,NA,18,3.53,0.94,7.37,-24.587958,-65.845086,2596.357,Monte,arbusto,Barreal,norte_2022,Senecioneae,setose
Senecio_filaginoides,1,2,3140976,,1.4,NA,18,3.55,0.97,8.18,-24.587958,-65.845086,2596.357,Monte,arbusto,Barreal,norte_2022,Senecioneae,setose
Senecio_filaginoides,1,3,3048440,,1.4,NA,18,3.52,1.07,8.42,-24.587958,-65.845086,2596.357,Monte,arbusto,Barreal,norte_2022,Senecioneae,setose
Senecio_filaginoides,2,1,3152204,,1.5,NA,19,3.38,1.19,8.86,-24.587958,-65.845086,2596.357,Monte,arbusto,Barreal,norte_2022,Senecioneae,setose
Senecio_filaginoides,2,2,3259844,,1.5,NA,19,3.12,0.85,8.77,-24.587958,-65.845086,2596.357,Monte,arbusto,Barreal,norte_2022,Senecioneae,setose
Senecio_filaginoides,2,3,2779688,,1.6,NA,19,3.55,1.1,7.83,-24.587958,-65.845086,2596.357,Monte,arbusto,Barreal,norte_2022,Senecioneae,setose
Senecio_filaginoides,3,1,3142108,,1.3,NA,20,2.86,0.86,6.16,-24.587958,-65.845086,2596.357,Monte,arbusto,Barreal,norte_2022,Senecioneae,setose
Senecio_filaginoides,3,2,2893000,,0.9,NA,20,2.78,0.81,5.14,-24.587958,-65.845086,2596.357,Monte,arbusto,Barreal,norte_2022,Senecioneae,setose
Senecio_filaginoides,3,3,2646232,,0.9,NA,20,3.05,0.76,6.45,-24.587958,-65.845086,2596.357,Monte,arbusto,Barreal,norte_2022,Senecioneae,setose
Baccharis_effusa,1,1,18125916,,0.044,NA,90,1.197,0.214,7.642,-24.888016,-65.701031,1633.446,Southern_Andean_Yungas,arbusto,Campo Quijano,norte_2022,Astereae,setose
Baccharis_effusa,1,2,9647300,,0.044,NA,91,1.251,0.292,7.924,-24.888016,-65.701031,1633.446,Southern_Andean_Yungas,arbusto,Campo Quijano,norte_2022,Astereae,setose
Baccharis_effusa,1,3,13717232,,0.044,NA,92,1.144,0.238,7.883,-24.888016,-65.701031,1633.446,Southern_Andean_Yungas,arbusto,Campo Quijano,norte_2022,Astereae,setose
Baccharis_effusa,2,1,13657148,,0.06,NA,93,1.102,0.27,7.502,-24.888016,-65.701031,1633.446,Southern_Andean_Yungas,arbusto,Campo Quijano,norte_2022,Astereae,setose
Baccharis_effusa,2,2,12204208,,0.06,NA,94,1.246,0.286,9.272,-24.888016,-65.701031,1633.446,Southern_Andean_Yungas,arbusto,Campo Quijano,norte_2022,Astereae,setose
Baccharis_effusa,2,3,15394928,,0.06,NA,95,1.319,0.229,8.973,-24.888016,-65.701031,1633.446,Southern_Andean_Yungas,arbusto,Campo Quijano,norte_2022,Astereae,setose
Baccharis_effusa,3,1,13955112,,0.054,NA,96,1.349,0.266,10.098,-24.888016,-65.701031,1633.446,Southern_Andean_Yungas,arbusto,Campo Quijano,norte_2022,Astereae,setose
Baccharis_effusa,3,2,14680296,,0.054,NA,97,1.282,0.243,9.318,-24.888016,-65.701031,1633.446,Southern_Andean_Yungas,arbusto,Campo Quijano,norte_2022,Astereae,setose
Baccharis_effusa,3,3,14188124,,0.054,NA,98,1.514,0.317,9.388,-24.888016,-65.701031,1633.446,Southern_Andean_Yungas,arbusto,Campo Quijano,norte_2022,Astereae,setose
Kauna_saltensis,1,1,3558744,,0.19,NA,36,1.732,0.458,4.002,-24.888016,-65.701031,1633.446,Southern_Andean_Yungas,arbusto,Campo Quijano,norte_2022,Eupatorieae,setose
Kauna_saltensis,1,2,3657860,,0.19,NA,36,1.897,0.545,3.7,-24.888016,-65.701031,1633.446,Southern_Andean_Yungas,arbusto,Campo Quijano,norte_2022,Eupatorieae,setose
Kauna_saltensis,1,3,5601420,,0.1,NA,36,1.796,0.482,3.664,-24.888016,-65.701031,1633.446,Southern_Andean_Yungas,arbusto,Campo Quijano,norte_2022,Eupatorieae,setose
Kauna_saltensis,2,1,4764216,,0.11,NA,37,1.522,0.338,3.599,-24.888016,-65.701031,1633.446,Southern_Andean_Yungas,arbusto,Campo Quijano,norte_2022,Eupatorieae,setose
Kauna_saltensis,2,2,6389076,,0.11,NA,37,1.769,0.217,3.884,-24.888016,-65.701031,1633.446,Southern_Andean_Yungas,arbusto,Campo Quijano,norte_2022,Eupatorieae,setose
Kauna_saltensis,2,3,5552812,,0.13,NA,37,1.836,0.261,3.518,-24.888016,-65.701031,1633.446,Southern_Andean_Yungas,arbusto,Campo Quijano,norte_2022,Eupatorieae,setose
Kauna_saltensis,3,1,5406440,,0.17,NA,43,1.944,0.507,3.825,-24.888016,-65.701031,1633.446,Southern_Andean_Yungas,arbusto,Campo Quijano,norte_2022,Eupatorieae,setose
Kauna_saltensis,3,2,4583828,,0.18,NA,43,1.814,0.489,3.586,-24.888016,-65.701031,1633.446,Southern_Andean_Yungas,arbusto,Campo Quijano,norte_2022,Eupatorieae,setose
Kauna_saltensis,3,3,4963368,,0.19,NA,43,1.738,0.428,3.716,-24.888016,-65.701031,1633.446,Southern_Andean_Yungas,arbusto,Campo Quijano,norte_2022,Eupatorieae,setose
Baccharis_tola,1,2,4531688,,0.43,NA,102,2.337,0.442,8.484,-22.25,-65.125,4271,Central_Andean_puna,arbusto,Camino a Santa Victoria,norte_2020,Astereae,setose
Baccharis_tola,1,3,5383524,,0.43,NA,102,2.387,0.257,8.1,-22.25,-65.125,4271,Central_Andean_puna,arbusto,Camino a Santa Victoria,norte_2020,Astereae,setose
Baccharis_tola,2,1,4769600,,0.343333333333333,NA,101,1.996,0.61,8.188,-22.25,-65.125,4271,Central_Andean_puna,arbusto,Camino a Santa Victoria,norte_2020,Astereae,setose
Baccharis_tola,2,2,5985016,,0.343333333333333,NA,101,1.821,0.47,7.768,-22.25,-65.125,4271,Central_Andean_puna,arbusto,Camino a Santa Victoria,norte_2020,Astereae,setose
Baccharis_tola,2,3,5505964,,0.343333333333333,NA,101,2.114,0.617,8.048,-22.25,-65.125,4271,Central_Andean_puna,arbusto,Camino a Santa Victoria,norte_2020,Astereae,setose
Baccharis_tola,3,1,5405588,,0.36,NA,99,2.204,0.605,7.473,-22.25,-65.125,4271,Central_Andean_puna,arbusto,Camino a Santa Victoria,norte_2020,Astereae,setose
Baccharis_tola,3,2,4085008,,0.41,NA,99,2.06,0.429,7.01,-22.25,-65.125,4271,Central_Andean_puna,arbusto,Camino a Santa Victoria,norte_2020,Astereae,setose
Baccharis_tola,3,3,4870136,,0.42,NA,99,2.545,0.503,7.71,-22.25,-65.125,4271,Central_Andean_puna,arbusto,Camino a Santa Victoria,norte_2020,Astereae,setose
Chuquiraga_atacamensis,1,1,1208076,,2.3,NA,1,3.944,0.879,4.808,-24.365466,-66.091174,3722.081,Central_Andean_puna,arbusto,Las Cuevas,norte_2022,Barnadesieae,setose
Chuquiraga_atacamensis,1,2,1174076,,2.3,NA,1,3.845,0.976,4.724,-24.365466,-66.091174,3722.081,Central_Andean_puna,arbusto,Las Cuevas,norte_2022,Barnadesieae,setose
Chuquiraga_atacamensis,1,3,1132668,,3.2,NA,1,3.988,1.2,4.312,-24.365466,-66.091174,3722.081,Central_Andean_puna,arbusto,Las Cuevas,norte_2022,Barnadesieae,setose
Chuquiraga_atacamensis,2,1,968372,,3.3,NA,2,3.136,1.186,4.487,-24.365466,-66.091174,3722.081,Central_Andean_puna,arbusto,Las Cuevas,norte_2022,Barnadesieae,setose
Chuquiraga_atacamensis,2,2,1094852,,2.2,NA,2,2.892,1.277,5.118,-24.365466,-66.091174,3722.081,Central_Andean_puna,arbusto,Las Cuevas,norte_2022,Barnadesieae,setose
Chuquiraga_atacamensis,2,3,967604,,1.5,NA,2,3.341,1.255,4.375,-24.365466,-66.091174,3722.081,Central_Andean_puna,arbusto,Las Cuevas,norte_2022,Barnadesieae,setose
Chuquiraga_atacamensis,3,1,770516,,4,NA,3,3.276,1.239,4.518,-24.365466,-66.091174,3722.081,Central_Andean_puna,arbusto,Las Cuevas,norte_2022,Barnadesieae,setose
Chuquiraga_atacamensis,3,2,1176572,,1.6,NA,3,3.307,1.023,4.336,-24.365466,-66.091174,3722.081,Central_Andean_puna,arbusto,Las Cuevas,norte_2022,Barnadesieae,setose
Chuquiraga_atacamensis,3,3,1169024,,0.9,NA,3,2.667,0.868,3.68,-24.365466,-66.091174,3722.081,Central_Andean_puna,arbusto,Las Cuevas,norte_2022,Barnadesieae,setose
Mutisia_hamata,1,1,3167840,,1.2,NA,7,9.139,0.874,12.037,-24.365466,-66.091174,3722.081,Central_Andean_puna,subarbusto,Las Cuevas,norte_2022,Mutisieae,setose
Mutisia_hamata,1,2,2535656,,3.2,NA,7,12.824,0.706,12.785,-24.365466,-66.091174,3722.081,Central_Andean_puna,subarbusto,Las Cuevas,norte_2022,Mutisieae,setose
Mutisia_hamata,1,3,2575820,,3.6,NA,7,12.872,0.852,12.887,-24.365466,-66.091174,3722.081,Central_Andean_puna,subarbusto,Las Cuevas,norte_2022,Mutisieae,setose
Baccharis_juncea,1,1,15803652,,0.07,NA,77,0.843,0.324,10.994,-24.365466,-66.091174,3722.081,Central_Andean_puna,hierba,Las Cuevas,norte_2022,Astereae,setose
Baccharis_juncea,1,2,16935524,,0.07,NA,78,0.989,0.258,10.391,-24.365466,-66.091174,3722.081,Central_Andean_puna,hierba,Las Cuevas,norte_2022,Astereae,setose
Baccharis_juncea,1,3,19778340,,0.07,NA,79,1.079,0.308,9.33,-24.365466,-66.091174,3722.081,Central_Andean_puna,hierba,Las Cuevas,norte_2022,Astereae,setose
Baccharis_juncea,2,1,16875364,,0.078,NA,80,0.922,0.369,9.273,-24.365466,-66.091174,3722.081,Central_Andean_puna,hierba,Las Cuevas,norte_2022,Astereae,setose
Baccharis_juncea,2,2,12122716,,0.078,NA,81,0.993,0.303,9.805,-24.365466,-66.091174,3722.081,Central_Andean_puna,hierba,Las Cuevas,norte_2022,Astereae,setose
Baccharis_juncea,2,3,11582836,,0.078,NA,82,1.027,0.333,9.497,-24.365466,-66.091174,3722.081,Central_Andean_puna,hierba,Las Cuevas,norte_2022,Astereae,setose
Baccharis_juncea,3,1,15495684,,0.102,NA,84,1.273,0.407,11.114,-24.365466,-66.091174,3722.081,Central_Andean_puna,hierba,Las Cuevas,norte_2022,Astereae,setose
Baccharis_juncea,3,2,15755016,,0.102,NA,85,1.329,0.326,10.019,-24.365466,-66.091174,3722.081,Central_Andean_puna,hierba,Las Cuevas,norte_2022,Astereae,setose
Baccharis_juncea,3,3,16669056,,0.102,NA,86,1.056,0.288,10.448,-24.365466,-66.091174,3722.081,Central_Andean_puna,hierba,Las Cuevas,norte_2022,Astereae,setose
Campuloclinium_purpurascens,1,1,7840616,,0.05,NA,69,2.122,0.41,3.133,-25.178178,-65.816128,2658.987,Central_Andean_puna,hierba,Pie de Cuesta,norte_2022,Eupatorieae,setose
Campuloclinium_purpurascens,1,2,8175080,,0.05,NA,69,2.189,0.371,3.199,-25.178178,-65.816128,2658.987,Central_Andean_puna,hierba,Pie de Cuesta,norte_2022,Eupatorieae,setose
Campuloclinium_purpurascens,1,3,7607236,,0.05,NA,69,2.247,0.374,3.233,-25.178178,-65.816128,2658.987,Central_Andean_puna,hierba,Pie de Cuesta,norte_2022,Eupatorieae,setose
Campuloclinium_purpurascens,2,1,5388864,,0.06,NA,71,2.602,0.429,3.603,-25.178178,-65.816128,2658.987,Central_Andean_puna,hierba,Pie de Cuesta,norte_2022,Eupatorieae,setose
Campuloclinium_purpurascens,2,2,6388224,,0.07,NA,71,2.19,0.428,3.441,-25.178178,-65.816128,2658.987,Central_Andean_puna,hierba,Pie de Cuesta,norte_2022,Eupatorieae,setose
Campuloclinium_purpurascens,2,3,7449444,,0.06,NA,71,2.141,0.377,3.379,-25.178178,-65.816128,2658.987,Central_Andean_puna,hierba,Pie de Cuesta,norte_2022,Eupatorieae,setose
Campuloclinium_purpurascens,3,1,9111116,,0.06,NA,72,2.349,0.33,3.27,-25.178178,-65.816128,2658.987,Central_Andean_puna,hierba,Pie de Cuesta,norte_2022,Eupatorieae,setose
Campuloclinium_purpurascens,3,2,7558032,,0.05,NA,72,2.281,0.345,3.532,-25.178178,-65.816128,2658.987,Central_Andean_puna,hierba,Pie de Cuesta,norte_2022,Eupatorieae,setose
Campuloclinium_purpurascens,3,3,8186852,,0.05,NA,72,2.377,0.319,3.304,-25.178178,-65.816128,2658.987,Central_Andean_puna,hierba,Pie de Cuesta,norte_2022,Eupatorieae,setose
Aphyllocladus_spartioides,1,1,2705468,,1.3,NA,87,3.34,0.67,6.96,-24.915399,-66.14204,2606.965,Monte,arbusto,Camino a poma,norte_2022,Onoserideae,setose
Aphyllocladus_spartioides,1,2,2614432,,0.9,NA,87,2.57,0.7,6.67,-24.915399,-66.14204,2606.965,Monte,arbusto,Camino a poma,norte_2022,Onoserideae,setose
Aphyllocladus_spartioides,1,3,2449892,,1.8,NA,87,4.81,0.82,7.87,-24.915399,-66.14204,2606.965,Monte,arbusto,Camino a poma,norte_2022,Onoserideae,setose
Aphyllocladus_spartioides,2,1,2973036,,1.9,NA,88,4.25,0.83,6.54,-24.915399,-66.14204,2606.965,Monte,arbusto,Camino a poma,norte_2022,Onoserideae,setose
Aphyllocladus_spartioides,2,2,2882640,,2,NA,88,4.87,0.93,7.8,-24.915399,-66.14204,2606.965,Monte,arbusto,Camino a poma,norte_2022,Onoserideae,setose
Aphyllocladus_spartioides,2,3,3012652,,1.4,NA,88,3.89,0.47,6.5,-24.915399,-66.14204,2606.965,Monte,arbusto,Camino a poma,norte_2022,Onoserideae,setose
Aphyllocladus_spartioides,3,1,3072228,,1.4,NA,89,3.16,0.89,8.27,-24.915399,-66.14204,2606.965,Monte,arbusto,Camino a poma,norte_2022,Onoserideae,setose
Aphyllocladus_spartioides,3,2,3486452,,1.3,NA,89,2.61,0.74,7.41,-24.915399,-66.14204,2606.965,Monte,arbusto,Camino a poma,norte_2022,Onoserideae,setose
Aphyllocladus_spartioides,3,3,3174468,,1.3,NA,89,2.48,0.71,7.42,-24.915399,-66.14204,2606.965,Monte,arbusto,Camino a poma,norte_2022,Onoserideae,setose
Hypochaeris_elata,1,1,4448548,,0.47,NA,62,2.353,0.172,3.464,-25.166542,-65.849998,2953.698,Central_Andean_puna,hierba,Mirador de la virgen,norte_2022,Cichorieae,setose
Hypochaeris_elata,1,2,5787892,,0.35,NA,62,2.253,0.202,3.189,-25.166542,-65.849998,2953.698,Central_Andean_puna,hierba,Mirador de la virgen,norte_2022,Cichorieae,setose
Hypochaeris_elata,1,3,4675552,,0.56,NA,62,2.471,0.224,3.394,-25.166542,-65.849998,2953.698,Central_Andean_puna,hierba,Mirador de la virgen,norte_2022,Cichorieae,setose
Hypochaeris_elata,2,1,3537204,,1.3,NA,64,3.187,0.31,3.567,-25.166542,-65.849998,2953.698,Central_Andean_puna,hierba,Mirador de la virgen,norte_2022,Cichorieae,setose
Hypochaeris_elata,2,2,4217016,,1.1,NA,64,3.469,0.243,3.564,-25.166542,-65.849998,2953.698,Central_Andean_puna,hierba,Mirador de la virgen,norte_2022,Cichorieae,setose
Hypochaeris_elata,2,3,4186412,,1.28,NA,64,3.3,0.225,3.489,-25.166542,-65.849998,2953.698,Central_Andean_puna,hierba,Mirador de la virgen,norte_2022,Cichorieae,setose
Senecio_argophylloides,1,1,8070340,,0.46,NA,103,3.788,0.7,8.587,-25.166542,-65.849998,2953.698,Central_Andean_puna,hierba,Mirador de la virgen,norte_2022,Senecioneae,setose
Senecio_argophylloides,1,2,5052192,,0.9,NA,103,3.993,0.776,8.422,-25.166542,-65.849998,2953.698,Central_Andean_puna,hierba,Mirador de la virgen,norte_2022,Senecioneae,setose
Senecio_argophylloides,1,3,4860772,,0.64,NA,103,3.733,0.717,7.078,-25.166542,-65.849998,2953.698,Central_Andean_puna,hierba,Mirador de la virgen,norte_2022,Senecioneae,setose
Senecio_argophylloides,2,1,2968476,,0.74,NA,104,3.888,0.602,6.563,-25.166542,-65.849998,2953.698,Central_Andean_puna,hierba,Mirador de la virgen,norte_2022,Senecioneae,setose
Senecio_argophylloides,2,2,2643672,,0.87,NA,104,3.517,0.512,6.537,-25.166542,-65.849998,2953.698,Central_Andean_puna,hierba,Mirador de la virgen,norte_2022,Senecioneae,setose
Senecio_argophylloides,2,3,2842556,,0.8,NA,104,3.458,0.573,6.168,-25.166542,-65.849998,2953.698,Central_Andean_puna,hierba,Mirador de la virgen,norte_2022,Senecioneae,setose
Senecio_argophylloides,3,1,3722852,,1.07,NA,105,3.806,0.78,6.081,-25.166542,-65.849998,2953.698,Central_Andean_puna,hierba,Mirador de la virgen,norte_2022,Senecioneae,setose
Senecio_argophylloides,3,2,4846836,,0.55,NA,105,3.963,0.726,6.205,-25.166542,-65.849998,2953.698,Central_Andean_puna,hierba,Mirador de la virgen,norte_2022,Senecioneae,setose
Senecio_argophylloides,3,3,4311952,,1.07,NA,105,3.629,0.707,6.374,-25.166542,-65.849998,2953.698,Central_Andean_puna,hierba,Mirador de la virgen,norte_2022,Senecioneae,setose
Chuquiraga_erinaceae,1,1,1685728,,2.02,NA,44,3.668,1.42,6.783,-24.70857,-66.188002,3075.899,Monte,arbusto,La Poma,norte_2022,Barnadesieae,setose
Chuquiraga_erinaceae,1,2,1289304,,2.23,NA,44,3.597,1.244,7.229,-24.70857,-66.188002,3075.899,Monte,arbusto,La Poma,norte_2022,Barnadesieae,setose
Chuquiraga_erinaceae,1,3,1915820,,1.92,NA,44,3.491,0.881,7.303,-24.70857,-66.188002,3075.899,Monte,arbusto,La Poma,norte_2022,Barnadesieae,setose
Chuquiraga_erinaceae,2,1,980756,,4.73,NA,45,3.773,1.008,6.937,-24.70857,-66.188002,3075.899,Monte,arbusto,La Poma,norte_2022,Barnadesieae,setose
Chuquiraga_erinaceae,2,2,956064,,4.83,NA,45,3.924,1.433,7.131,-24.70857,-66.188002,3075.899,Monte,arbusto,La Poma,norte_2022,Barnadesieae,setose
Chuquiraga_erinaceae,2,3,1018216,,2.23,NA,45,3.148,0.963,6.772,-24.70857,-66.188002,3075.899,Monte,arbusto,La Poma,norte_2022,Barnadesieae,setose
Chuquiraga_erinaceae,3,1,946608,,4.89,NA,49,3.986,1.293,6.324,-24.70857,-66.188002,3075.899,Monte,arbusto,La Poma,norte_2022,Barnadesieae,setose
Chuquiraga_erinaceae,3,2,933868,,3.42,NA,49,3.634,1.733,6.714,-24.70857,-66.188002,3075.899,Monte,arbusto,La Poma,norte_2022,Barnadesieae,setose
Chuquiraga_erinaceae,3,3,816308,,5.19,NA,49,3.756,1.58,6.417,-24.70857,-66.188002,3075.899,Monte,arbusto,La Poma,norte_2022,Barnadesieae,setose
Stevia_sp2,1,1,4864232,,0.43,NA,73,4.376,0.657,5.969,-25.234324,-65.919181,3148.578,Monte,hierba,PN Los Cardones,norte_2022,Eupatorieae,setose
Stevia_sp2,1,2,4764104,,0.36,NA,73,4.553,0.643,5.991,-25.234324,-65.919181,3148.578,Monte,hierba,PN Los Cardones,norte_2022,Eupatorieae,setose
Stevia_sp2,1,3,3409848,,0.57,NA,73,4.663,0.703,5.217,-25.234324,-65.919181,3148.578,Monte,hierba,PN Los Cardones,norte_2022,Eupatorieae,setose
Stevia_sp2,2,1,4251384,,0.34,NA,74,4.67,0.677,6.49,-25.234324,-65.919181,3148.578,Monte,hierba,PN Los Cardones,norte_2022,Eupatorieae,setose
Stevia_sp2,2,2,4100712,,0.3,NA,74,4.8,0.606,6.143,-25.234324,-65.919181,3148.578,Monte,hierba,PN Los Cardones,norte_2022,Eupatorieae,setose
Stevia_sp2,2,3,3812896,,0.3,NA,74,4.618,0.714,6.08,-25.234324,-65.919181,3148.578,Monte,hierba,PN Los Cardones,norte_2022,Eupatorieae,setose
Stevia_sp2,3,1,3156680,,0.32,NA,75,4.064,0.598,5.836,-25.234324,-65.919181,3148.578,Monte,hierba,PN Los Cardones,norte_2022,Eupatorieae,setose
Stevia_sp2,3,2,3998216,,0.28,NA,75,4.504,0.561,5.587,-25.234324,-65.919181,3148.578,Monte,hierba,PN Los Cardones,norte_2022,Eupatorieae,setose
Stevia_sp2,3,3,3605164,,0.43,NA,75,4.442,0.604,5.262,-25.234324,-65.919181,3148.578,Monte,hierba,PN Los Cardones,norte_2022,Eupatorieae,setose
Senecio_octolepis,1,1,3206248,,0.96,NA,58,2.931,0.735,5.836,-25.166542,-65.849998,2953.698,Central_Andean_puna,hierba,Mirador de la virgen,norte_2022,Senecioneae,setose
Senecio_octolepis,1,2,4226632,,0.99,NA,58,3.196,0.777,4.845,-25.166542,-65.849998,2953.698,Central_Andean_puna,hierba,Mirador de la virgen,norte_2022,Senecioneae,setose
Senecio_octolepis,1,3,3851076,,0.89,NA,58,3.3,0.679,5.765,-25.166542,-65.849998,2953.698,Central_Andean_puna,hierba,Mirador de la virgen,norte_2022,Senecioneae,setose
Senecio_octolepis,2,1,3082040,,1.26,NA,60,3.566,0.785,5.139,-25.166542,-65.849998,2953.698,Central_Andean_puna,hierba,Mirador de la virgen,norte_2022,Senecioneae,setose
