sv,Velocidad_viento,Temperatura_media,Precipitacion_media,Latitud,Longitud,Ecoregion,Tribu,habito,tipo_papus,masa,area_p,pl_m
2.44088007835173,2.44810342788696,14.1583337783813,258,-25.185098,-65.780477,Central_Andean_puna,Heliantheae,arbusto,aristate,5.46777777777778,52.9160159049365,0.110749688962252
1.10319712953159,3.57135391235352,11.4708337783813,159,-24.70857,-66.188002,Monte,Gochnatieae,arbusto,setose,3.17222222222222,180.955896718932,0.0173551196203785
2.20900216763002,4.49835681915283,15.3000001907349,332,-38.140013,-66.197174,Monte,Astereae,hierba,epappose,3.73444444444444,0,11
1.98883606825662,3.57135391235352,11.4708337783813,159,-24.70857,-66.188002,Monte,Astereae,hierba,aristate,2.98666666666667,15.1602293813224,0.197006693734218
1.8029937557685,4.49835681915283,15.3000001907349,332,-38.140013,-66.197174,Monte,Astereae,hierba,paleaceous,0.948888888888889,10.1559431592538,0.115562086060448
2.31839136636989,2.50248765945435,11.9250001907349,168,-25.154938,-65.991319,Monte,Heliantheae,arbusto,aristate,8.81333333333333,58.7849260211384,0.167991701272362
0.811267143929115,4.54390525817871,15.6541662216187,428,-38.339651,-64.071738,Monte,Hyalideae,arbusto,setose,5.77777777777778,509.386909961423,0.011424696978197
0.502390943692976,2.24771595001221,11.3583335876465,201,-25.166542,-65.849998,Central_Andean_puna,Cichorieae,hierba,setose,0.843333333333333,37.3257644485261,0.0220759578199749
0.620778853320406,5.40059328079224,8.16250038146973,143,-47.124621,-70.887237,Patagonian_steppe,Cichorieae,hierba,setose,3.08333333333333,577.061079908175,0.00538732613452176
0.535260688792789,1.87945139408112,10.9333333969116,198,-25.197444,-65.842164,Central_Andean_puna,Astereae,hierba,setose,0.151111111111111,31.0799405319794,0.0048917560870805
0.460536082103834,0.931084096431732,15.3541669845581,435,-24.888016,-65.701031,Southern_Andean_Yungas,Eupatorieae,arbusto,setose,0.152222222222222,43.5788321796004,0.00349629137189909
0.512521384783595,2.72020387649536,14.7833337783813,458,-23.919,-65.468,Monte,Eupatorieae,arbusto,setose,0.115,27.9037139137788,0.00418781499763008
0.359877455414237,2.72020387649536,14.7833337783813,458,-23.919,-65.468,Monte,Mutisieae,arbusto,setose,3.77125,993.93494942323,0.00380460116103856
0.805400681302244,5.30171489715576,8.73333358764648,149,-24.365466,-66.091174,Central_Andean_puna,Mutisieae,subarbusto,setose,2.66666666666667,496.811842371401,0.00525596164126191
1.01696407706424,2.24771595001221,11.3583335876465,201,-25.166542,-65.849998,Central_Andean_puna,Mutisieae,arbusto,setose,17.0833333333333,534.369629668957,0.0316503833709603
0.925678702338757,2.08322334289551,12.4499998092651,224,-25.178178,-65.816128,Central_Andean_puna,Mutisieae,hierba,setose,3.4,499.389860530073,0.00687939726851361
1.21856902395208,5.06321716308594,7.42916679382324,143,-24.303755,-66.140665,Central_Andean_puna,Astereae,arbusto,setose,6.31111111111111,343.963663423065,0.0187202949181506
0.830672555019331,5.45747995376587,8.85416698455811,157,-48.383308,-70.663856,Patagonian_steppe,Astereae,arbusto,setose,0.894444444444445,106.989775374298,0.00840968521561582
1.42984618372833,5.30171489715576,8.73333358764648,149,-24.365466,-66.091174,Central_Andean_puna,Bahieae,hierba,paleaceous,0.384444444444444,11.3397305267773,0.0356653614979135
1.29028333250101,2.50248765945435,11.9250001907349,168,-25.154938,-65.991319,Monte,Tageteae,hierba,setose,0.851111111111111,135.02801682336,0.00639481810255644
0.453547728841103,0.931084096431732,15.3541669845581,435,-24.888016,-65.701031,Southern_Andean_Yungas,Tageteae,hierba,setose,0.544444444444444,246.503636044871,0.00226138468164092
0.466813987756156,2.6230640411377,19.3833332061768,606,-25.124293,-65.041981,Dry_Chaco,Tageteae,hierba,setose,0.827777777777778,242.852895169069,0.00348661866789954
0.502130038632069,0.47335746884346,15.8041667938232,406,-25.159,-65.612,Southern_Andean_Yungas,Eupatorieae,hierba,setose,0.191111111111111,49.8894935070624,0.0039094832886009
2.25784850783961,2.6230640411377,19.3833332061768,606,-25.124293,-65.041981,Dry_Chaco,Heliantheae,hierba,aristate,1.13375,2.80117713492936,0.588294886008433
2.28334512829396,3.29363632202148,17.4249992370605,737,-30.319529,-63.925994,Dry_Chaco,Bahieae,hierba,paleaceous,1.00777777777778,15.915375752795,0.064128187060114
0.562551980155642,2.24771595001221,11.3583335876465,201,-25.166542,-65.849998,Central_Andean_puna,Senecioneae,hierba,setose,0.788888888888889,151.746870256208,0.00565271466196026
0.598256959310608,3.9970121383667,5.62916660308838,850,-50.4996296,-73.0435309,Patagonian_forests,Senecioneae,arbusto,setose,1.49,253.845502995192,0.00604807677038955
0.754397568981233,6.33108043670654,5.62916660308838,850,-50.4925138,-73.0476839,Patagonian_forests,Senecioneae,cojin,setose,0.545,113.487716115553,0.00483571247067632
0.595729131903855,3.3090648651123,11.0249996185303,177,-25.234324,-65.919181,Monte,Senecioneae,hierba,setose,1.87,267.306312788763,0.00721398339242324
0.735943234439046,5.46298551559448,13.2958335876465,228,-24.587958,-65.845086,Monte,Senecioneae,arbusto,setose,1.3,179.704265959922,0.00768999157627405
0.684963087050059,5.61122751235962,9.55416679382324,181,-44.924198,-70.099201,Patagonian_steppe,Senecioneae,arbusto,setose,0.658888888888889,163.798433667477,0.00401755489442267
0.611899541142358,5.45747995376587,8.85416698455811,157,-48.383308,-70.663856,Patagonian_steppe,Senecioneae,cojin,setose,0.594444444444445,111.008348853125,0.00532863916459264
0.627918967423749,2.24771595001221,11.3583335876465,201,-25.166542,-65.849998,Central_Andean_puna,Senecioneae,hierba,setose,1.02111111111111,88.9327005113274,0.011769252986193
0.466731332662297,4.9610595703125,7.72499990463257,334,-22.25,-65.125,Central_Andean_puna,Senecioneae,arbusto,setose,0.711111111111111,182.382428318547,0.00430121148595354
1.08562548506454,4.9610595703125,7.72499990463257,334,-22.25,-65.125,Central_Andean_puna,Senecioneae,arbusto,setose,0.986666666666667,160.092631568188,0.00618107946388259
0.73034165232283,5.30171489715576,8.73333358764648,149,-24.365466,-66.091174,Central_Andean_puna,Senecioneae,arbusto,setose,1.45,191.529676413502,0.00820433054118172
2.94808408525544,1.52029085159302,16.595832824707,483,-25.116442,-65.602071,Southern_Andean_Yungas,Millerieae,arbusto,epappose,9.32666666666667,0,11
0.286841172772373,1.12648928165436,15.7291669845581,487,-27.702,-65.915,Southern_Andean_Yungas,Astereae,hierba,setose,0.11,35.2112898566875,0.00311379677907495
0.768802563961017,3.29363632202148,17.4249992370605,737,-30.319529,-63.925994,Dry_Chaco,Eupatorieae,hierba,paleaceous,0.495555555555556,121.619341236276,0.0041263336942786
0.560848194931771,3.3090648651123,11.0249996185303,177,-25.234324,-65.919181,Monte,Eupatorieae,hierba,setose,0.37,107.694909336055,0.00357478359863856
2.19906884640329,2.08322334289551,12.4499998092651,224,-25.178178,-65.816128,Central_Andean_puna,Tageteae,hierba,paleaceous,0.975555555555556,93.5623835744479,0.0105058019761805
1.52482068935106,2.44810342788696,14.1583337783813,258,-25.185098,-65.780477,Central_Andean_puna,Tageteae,hierba,paleaceous,0.456666666666667,45.8869714723,0.011787364703678
1.21388173415141,6.29833555221558,6.73749971389771,338,-48.37304,-72.041184,Patagonian_steppe,Coreopsideae,hierba,setose,1.21833333333333,151.375085804002,0.00807863009339368
0.604208939836799,2.44810342788696,14.1583337783813,258,-25.185098,-65.780477,Central_Andean_puna,Mutisieae,hierba,setose,1.50666666666667,349.605131655925,0.0042998908849735
0.40934673426738,1.87945139408112,10.9333333969116,198,-25.197444,-65.842164,Central_Andean_puna,Mutisieae,hierba,setose,1.11666666666667,255.213028328923,0.00437249203151847
0.569464979261535,2.33670210838318,18.0208339691162,528,-25.275374,-65.333683,Dry_Chaco,Millerieae,hierba,setose,0.631111111111111,75.3427382729707,0.00851530736880399
1.85947647887024,3.29363632202148,17.4249992370605,737,-30.319529,-63.925994,Dry_Chaco,Heliantheae,hierba,aristate,4.26888888888889,9.35691153093728,11
